phone_number,is_valid_phone
7040763027,TRUE
5697890241,TRUE
7851846093,TRUE
(0117)8765342,TRUE
7624848417,TRUE
(01789)394878,TRUE
(01736)35482,TRUE
(016977)4765,TRUE
(0116)2696652,TRUE
(016977)8256,TRUE
5535875748,TRUE
8781523236,TRUE
(0114)8542276,TRUE
(01647)84260,TRUE
(0111)5171192,TRUE
(016977)9768,TRUE
(016685)73288,TRUE
(01538)85624,TRUE
(0118)0555872,TRUE
5572216457,TRUE
9435311643,TRUE
(01437)26862,TRUE
7025373801,TRUE
(013555)54807,TRUE
8092348380,TRUE
(014512)69175,TRUE
7622964661,TRUE
5531182377,TRUE
8874287322,TRUE
(01505)97385,TRUE
9164040368,TRUE
7699810810,TRUE
9987924194,TRUE
7039033078,TRUE
7073753559,TRUE
8006023067,TRUE
3340476877,TRUE
7031256738,TRUE
(01539)136312,TRUE
500468762,TRUE
(023)56386274,TRUE
800716116,TRUE
8005677078,TRUE
5656612166,TRUE
(014002)52158,TRUE
(0181)3516073,TRUE
800524188,TRUE
8007574177,TRUE
(0161)0237221,TRUE
7335532152,TRUE
(01551)445575,TRUE
7001767127,TRUE
8003368944,TRUE
3314532416,TRUE
7093021246,TRUE
8454640,TRUE
(015505)06854,TRUE
5518260451,TRUE
3129629616,TRUE
(01472)85219,TRUE
7096400833,TRUE
800672534,TRUE
9666699245,TRUE
8662930538,TRUE
5550514271,TRUE
(01544)83854,TRUE
(0191)5356125,TRUE
(021)66771617,TRUE
9384610448,TRUE
7021011825,TRUE
5654548521,TRUE
7624846637,TRUE
800333727,TRUE
7627206598,TRUE
(016977)3773,TRUE
5541383094,TRUE
3676211316,TRUE
7076625884,TRUE
500568118,TRUE
(017754)79468,TRUE
(01748)26368,TRUE
(0101)2863253,TRUE
(0101)8455248,TRUE
9921036354,TRUE
7648411211,TRUE
7015611658,TRUE
7635185892,TRUE
7192871783,TRUE
8004328468,TRUE
(01496)63510,TRUE
7644703331,TRUE
500825617,TRUE
5536166458,TRUE
(013082)32870,TRUE
(022)55812423,TRUE
8628298169,TRUE
5588556531,TRUE
(016049)61813,TRUE
7077237048,TRUE
3311187226,TRUE
8008036622,TRUE
7041118188,TRUE
(01672)85735,TRUE
500531181,TRUE
(01270)35529,TRUE
8367363512,TRUE
(0181)3695877,TRUE
5558445127,TRUE
(01656)23560,TRUE
(011577)27232,TRUE
7945478980,TRUE
7858152326,TRUE
(0141)6589390,TRUE
8004543431,TRUE
(016977)8384,TRUE
7083806250,TRUE
(0118)5592636,TRUE
7635619711,TRUE
800451284,TRUE
5523467786,TRUE
5552358823,TRUE
500514354,TRUE
3462156443,TRUE
7624341269,TRUE
(01020)83836,TRUE
8004342270,TRUE
(027)63233246,TRUE
(01647)20380,TRUE
8002226627,TRUE
(029)95756425,TRUE
(0113)5781432,TRUE
5678823444,TRUE
5692353381,TRUE
(0121)0434996,TRUE
(016977)2826,TRUE
500502415,TRUE
(022)71241328,TRUE
7283467540,TRUE
(0171)4093881,TRUE
(014898)82261,TRUE
7624619732,TRUE
3141449477,TRUE
800175167,TRUE
8008874731,TRUE
8007980707,TRUE
5695323322,TRUE
(0115)1070964,TRUE
8009015693,TRUE
8008060517,TRUE
8417968825,TRUE
500286634,TRUE
3796542857,TRUE
8006782997,TRUE
8375258678,TRUE
800628456,TRUE
(01177)424222,TRUE
3546132286,TRUE
(01551)473510,TRUE
9302112781,TRUE
9947451483,TRUE
500261216,TRUE
5657534118,TRUE
5568275735,TRUE
(0118)2713506,TRUE
800868543,TRUE
(01854)06362,TRUE
8004858124,TRUE
5645708641,TRUE
5526821254,TRUE
(011573)12816,TRUE
7016644656,TRUE
9046721845,TRUE
(014126)55259,TRUE
3053158766,TRUE
3544966236,TRUE
3670162782,TRUE
5506587047,TRUE
8007242838,TRUE
3228630641,TRUE
8700231471,TRUE
8744574362,TRUE
7194222588,TRUE
7636422725,TRUE
5619875361,TRUE
(0131)5019873,TRUE
3529110722,TRUE
5664925153,TRUE
500747434,TRUE
800454881,TRUE
5643443185,TRUE
(017742)34467,TRUE
8002586831,TRUE
(0161)8758282,TRUE
800134334,TRUE
(01836)54424,TRUE
(01473)852767,TRUE
(01612)33422,TRUE
800489606,TRUE
(0114)8278652,TRUE
7624448131,TRUE
7624943878,TRUE
8006704121,TRUE
7029666518,TRUE
(028)05195446,TRUE
800261539,TRUE
(0114)4182840,TRUE
800620347,TRUE
(0161)6710867,TRUE
(01718)378202,TRUE
(01532)634632,TRUE
5641498394,TRUE
7070397721,TRUE
(020)35887465,TRUE
(0112)4136886,TRUE
5678758615,TRUE
(016977)4934,TRUE
(0131)4602316,TRUE
3616568638,TRUE
(015154)58424,TRUE
(0141)3493241,TRUE
8005031588,TRUE
5658166325,TRUE
(01786)531997,TRUE
9484957627,TRUE
7676118106,TRUE
7624933455,TRUE
800163972,TRUE
(01946)211311,TRUE
(016977)7262,TRUE
7624743518,TRUE
5516966442,TRUE
(01616)330785,TRUE
3417569205,TRUE
8009100425,TRUE
(016977)2105,TRUE
7624486492,TRUE
9148393138,TRUE
(01263)983116,TRUE
3761660847,TRUE
(026)21485628,TRUE
3710629445,TRUE
(0119)0296178,TRUE
5571274123,TRUE
(028)88228572,TRUE
5547716226,TRUE
(0112)5123472,TRUE
500146743,TRUE
8736253154,TRUE
7627509638,TRUE
5663845476,TRUE
3571186785,TRUE
3115834579,TRUE
(020)66238265,TRUE
3656314822,TRUE
8008642486,TRUE
7624271241,TRUE
7682220140,TRUE
7028448748,TRUE
3220574256,TRUE
8005868844,TRUE
9129643823,TRUE
8227381574,TRUE
7494774535,TRUE
7065452459,TRUE
5567212642,TRUE
(01570)32183,TRUE
(026)23681767,TRUE
7647974486,TRUE
500657297,TRUE
8607348683,TRUE
(010976)27199,TRUE
8454643,TRUE
(011128)53678,TRUE
(0111)4668084,TRUE
5573502159,TRUE
(01817)222226,TRUE
5618246278,TRUE
(01101)546855,TRUE
(0113)1144444,TRUE
7079493514,TRUE
(0117)7956961,TRUE
5616728665,TRUE
7950496146,TRUE
7666424131,TRUE
5642657376,TRUE
7268755294,TRUE
5634132797,TRUE
7097767166,TRUE
7651279604,TRUE
7670306722,TRUE
(016977)9141,TRUE
7624847567,TRUE
7624845892,TRUE
(0141)2128315,TRUE
7038328971,TRUE
7663811794,TRUE
7610481213,TRUE
(013576)12666,TRUE
(016977)8754,TRUE
800558108,TRUE
7650317857,TRUE
5516713871,TRUE
5572571041,TRUE
(0110)8318805,TRUE
8387356652,TRUE
5628873517,TRUE
5611111789,TRUE
(016386)98695,TRUE
7624366132,TRUE
3912992622,TRUE
(022)48123234,TRUE
7022646178,TRUE
7084364862,TRUE
7031869174,TRUE
(01236)33686,TRUE
9943969715,TRUE
500285546,TRUE
(0151)7896280,TRUE
7635554274,TRUE
7746641513,TRUE
(016977)7806,TRUE
500597523,TRUE
3276373861,TRUE
(026)96711413,TRUE
(01347)35867,TRUE
5586481484,TRUE
(01587)425847,TRUE
7624839263,TRUE
7032549106,TRUE
800547326,TRUE
7297673514,TRUE
(018265)34057,TRUE
800726510,TRUE
800642848,TRUE
9562798344,TRUE
800616481,TRUE
7096741329,TRUE
8450133465,TRUE
7624530216,TRUE
3123953456,TRUE
(015646)34133,TRUE
(01786)56715,TRUE
8581415107,TRUE
3808152048,TRUE
3211221533,TRUE
8007218647,TRUE
(012343)46846,TRUE
(021)35155675,TRUE
800131012,TRUE
5506103672,TRUE
(025)67212247,TRUE
9422323764,TRUE
7063372745,TRUE
8009252312,TRUE
5524738873,TRUE
9287938179,TRUE
(016977)2565,TRUE
500312970,TRUE
8004427476,TRUE
5588193125,TRUE
7486167032,TRUE
(026)72564856,TRUE
8001803696,TRUE
8186336547,TRUE
5598134143,TRUE
3361911166,TRUE
8456057133,TRUE
800416173,TRUE
5634834564,TRUE
500421525,TRUE
3972144036,TRUE
(01280)952534,TRUE
7624574415,TRUE
5528484445,TRUE
9883952773,TRUE
(0111)4134612,TRUE
500834962,TRUE
7056503491,TRUE
(012376)43361,TRUE
(012758)92188,TRUE
(0111)5333162,TRUE
8426756384,TRUE
(016977)6815,TRUE
800762636,TRUE
8006529716,TRUE
(020)25047426,TRUE
7624494268,TRUE
(016977)2676,TRUE
8651773841,TRUE
(016977)8603,TRUE
(0110)4972347,TRUE
(016977)9413,TRUE
800298671,TRUE
7671546311,TRUE
(01051)74565,TRUE
(015311)23135,TRUE
9837452604,TRUE
800435438,TRUE
3389255802,TRUE
8462922514,TRUE
8006362557,TRUE
8103532623,TRUE
(0114)6797347,TRUE
(021)27447430,TRUE
(027)06622704,TRUE
7021042317,TRUE
(0113)0574163,TRUE
3627325211,TRUE
3568248532,TRUE
7037513839,TRUE
5662440965,TRUE
(023)63251920,TRUE
(016977)5646,TRUE
758877923,TRUE
513745923,TRUE
486155121,TRUE
494824827,TRUE
622271525,TRUE
262525861,TRUE
332971138,TRUE
836273382,TRUE
564175086,TRUE
824297235,TRUE
846254538,TRUE
775865291,TRUE
517169578,TRUE
291617464,TRUE
475368511,TRUE
328425695,TRUE
641764445,TRUE
718578717,TRUE
457733622,TRUE
263232757,TRUE
455844181,TRUE
681156479,TRUE
462750415,TRUE
131929316,TRUE
585458825,TRUE
788638966,TRUE
612273119,TRUE
827877967,TRUE
639667240,TRUE
556334326,TRUE
661511704,TRUE
742631623,TRUE
832756626,TRUE
810685567,TRUE
685334635,TRUE
536184671,TRUE
413729886,TRUE
528697527,TRUE
775581405,TRUE
914491758,TRUE
520233706,TRUE
425549204,TRUE
582866462,TRUE
231490131,TRUE
616283823,TRUE
748667737,TRUE
362758716,TRUE
474929934,TRUE
553769373,TRUE
903458553,TRUE
546802557,TRUE
568017016,TRUE
312844216,TRUE
756873226,TRUE
327435525,TRUE
332409105,TRUE
844787861,TRUE
229268942,TRUE
877153402,TRUE
173079875,TRUE
665367674,TRUE
640170283,TRUE
133902412,TRUE
288905346,TRUE
536433775,TRUE
506804476,TRUE
849825725,TRUE
797311329,TRUE
545692455,TRUE
965107138,TRUE
486333545,TRUE
876439766,TRUE
509882215,TRUE
811013642,TRUE
723226813,TRUE
777551171,TRUE
971187613,TRUE
135318477,TRUE
668112242,TRUE
327972838,TRUE
678060083,TRUE
381323197,TRUE
778196026,TRUE
688176029,TRUE
818528403,TRUE
237582229,TRUE
144587254,TRUE
668830257,TRUE
432701371,TRUE
935866268,TRUE
674880518,TRUE
273177279,TRUE
422825453,TRUE
545281844,TRUE
542148324,TRUE
564074330,TRUE
381236848,TRUE
323132231,TRUE
685514988,TRUE
463686617,TRUE
223785326,TRUE
873617512,TRUE
207039683,TRUE
326179312,TRUE
468593227,TRUE
292263402,TRUE
700642495,TRUE
547738345,TRUE
648251757,TRUE
872867188,TRUE
843208143,TRUE
672111126,TRUE
562458273,TRUE
757466853,TRUE
919015264,TRUE
886012488,TRUE
384735144,TRUE
781161842,TRUE
367501442,TRUE
358701041,TRUE
754205473,TRUE
652462667,TRUE
167387404,TRUE
452785415,TRUE
757656728,TRUE
881060292,TRUE
977062163,TRUE
398366183,TRUE
911503542,TRUE
357076538,TRUE
664255552,TRUE
426156828,TRUE
931364313,TRUE
774108583,TRUE
670567903,TRUE
430487230,TRUE
263814902,TRUE
229692351,TRUE
298013733,TRUE
628308580,TRUE
873717457,TRUE
755223434,TRUE
839656645,TRUE
823025022,TRUE
781968768,TRUE
640592898,TRUE
514521249,TRUE
742742884,TRUE
328592032,TRUE
743439759,TRUE
333508564,TRUE
268136411,TRUE
598809046,TRUE
844242846,TRUE
266857854,TRUE
827687631,TRUE
433792157,TRUE
546788565,TRUE
755326624,TRUE
484435806,TRUE
849293851,TRUE
662168433,TRUE
938779996,TRUE
691541924,TRUE
223756713,TRUE
313036288,TRUE
996913511,TRUE
525237073,TRUE
808489591,TRUE
519773456,TRUE
677485473,TRUE
101288014,TRUE
897544244,TRUE
884943491,TRUE
392473851,TRUE
813357261,TRUE
430175226,TRUE
789767244,TRUE
149236168,TRUE
228863063,TRUE
249287725,TRUE
832730427,TRUE
214811100,TRUE
822763164,TRUE
589418012,TRUE
212241956,TRUE
865534177,TRUE
830016926,TRUE
843755110,TRUE
646632472,TRUE
632867223,TRUE
772177160,TRUE
672266082,TRUE
436454282,TRUE
774636527,TRUE
219572718,TRUE
427126771,TRUE
635874147,TRUE
405158866,TRUE
325588207,TRUE
546494703,TRUE
352152226,TRUE
472810208,TRUE
790263462,TRUE
579821508,TRUE
344717396,TRUE
863142236,TRUE
356665721,TRUE
721181705,TRUE
447872725,TRUE
286698257,TRUE
626385359,TRUE
614866076,TRUE
432198787,TRUE
528553343,TRUE
647321426,TRUE
257232255,TRUE
592686813,TRUE
485415977,TRUE
405544680,TRUE
312529887,TRUE
767514883,TRUE
505193327,TRUE
740110783,TRUE
341468412,TRUE
485301997,TRUE
379129717,TRUE
982562502,TRUE
675912911,TRUE
443368178,TRUE
746662588,TRUE
493504634,TRUE
355793624,TRUE
625176418,TRUE
715335664,TRUE
366164847,TRUE
887535134,TRUE
362313343,TRUE
612862754,TRUE
263497418,TRUE
888535813,TRUE
844336485,TRUE
740113570,TRUE
652376442,TRUE
252731881,TRUE
595357887,TRUE
959483287,TRUE
526676175,TRUE
616983162,TRUE
744176674,TRUE
435455837,TRUE
232636787,TRUE
665253978,TRUE
792157168,TRUE
713322767,TRUE
417514769,TRUE
767545275,TRUE
348845182,TRUE
731617337,TRUE
463757594,TRUE
357273771,TRUE
403317243,TRUE
350222225,TRUE
241427521,TRUE
118467792,TRUE
318955067,TRUE
512635328,TRUE
343222824,TRUE
274375787,TRUE
271356148,TRUE
346655285,TRUE
184775529,TRUE
383123519,TRUE
519193133,TRUE
214413164,TRUE
550837200,TRUE
583715748,TRUE
671741881,TRUE
741771177,TRUE
112784448,TRUE
645863962,TRUE
549126635,TRUE
354055035,TRUE
317823923,TRUE
248488633,TRUE
768284454,TRUE
618823685,TRUE
342729547,TRUE
831887926,TRUE
575418639,TRUE
874173312,TRUE
238375377,TRUE
423323839,TRUE
663743222,TRUE
783626618,TRUE
847345678,TRUE
497171156,TRUE
231897703,TRUE
831151501,TRUE
261558693,TRUE
804469838,TRUE
228337735,TRUE
237688263,TRUE
712317441,TRUE
753670359,TRUE
742642144,TRUE
382168237,TRUE
177587818,TRUE
652201359,TRUE
245157713,TRUE
624043726,TRUE
776857984,TRUE
479407244,TRUE
131328584,TRUE
576241995,TRUE
842548398,TRUE
711663374,TRUE
688118967,TRUE
957327544,TRUE
737123933,TRUE
827334289,TRUE
854118834,TRUE
725474867,TRUE
326717414,TRUE
887688170,TRUE
635101314,TRUE
842071280,TRUE
152078025,TRUE
831576428,TRUE
652045983,TRUE
162739557,TRUE
696481535,TRUE
674926712,TRUE
224768241,TRUE
213153400,TRUE
511364155,TRUE
316458126,TRUE
322497751,TRUE
243863822,TRUE
884527739,TRUE
177542834,TRUE
281506821,TRUE
612331216,TRUE
424481844,TRUE
564125976,TRUE
179816273,TRUE
105766142,TRUE
856076557,TRUE
562848810,TRUE
519315563,TRUE
456777772,TRUE
369128836,TRUE
367703882,TRUE
451259276,TRUE
761701775,TRUE
816734491,TRUE
672215326,TRUE
143784752,TRUE
563378133,TRUE
965181735,TRUE
661196386,TRUE
765527538,TRUE
471641723,TRUE
264850276,TRUE
995855564,TRUE
953026559,TRUE
853274902,TRUE
770661321,TRUE
492045152,TRUE
704860928,TRUE
281724270,TRUE
657201058,TRUE
841410790,TRUE
466582764,TRUE
415598235,TRUE
421746508,TRUE
774651486,TRUE
859231552,TRUE
733755537,TRUE
532270482,TRUE
877436375,TRUE
282048256,TRUE
576286313,TRUE
595331468,TRUE
817147280,TRUE
296335288,TRUE
870327699,TRUE
564218706,TRUE
626361353,TRUE
637542488,TRUE
282119772,TRUE
654969341,TRUE
610514283,TRUE
915248239,TRUE
925786056,TRUE
644153272,TRUE
724220564,TRUE
376122848,TRUE
575330125,TRUE
713313872,TRUE
988245918,TRUE
138521806,TRUE
159342372,TRUE
258734514,TRUE
204437380,TRUE
447338714,TRUE
192877739,TRUE
211948838,TRUE
687274782,TRUE
838863356,TRUE
242333613,TRUE
470061456,TRUE
987825743,TRUE
678945828,TRUE
781070351,TRUE
851273809,TRUE
494526714,TRUE
515542732,TRUE
812656145,TRUE
533933877,TRUE
732648272,TRUE
106437631,TRUE
770151725,TRUE
453964401,TRUE
477731324,TRUE
434699352,TRUE
907817643,TRUE
377315974,TRUE
235611027,TRUE
318635184,TRUE
346766002,TRUE
701563324,TRUE
337425235,TRUE
646212803,TRUE
853174432,TRUE
958528286,TRUE
440441145,TRUE
563627404,TRUE
591117325,TRUE
297584772,TRUE
233468686,TRUE
108342181,TRUE
341411918,TRUE
679312021,TRUE
789684114,TRUE
836262123,TRUE
581730665,TRUE
501244160,TRUE
270515821,TRUE
558204217,TRUE
256937703,TRUE
356974132,TRUE
235419319,TRUE
452287534,TRUE
264361557,TRUE
382789863,TRUE
749120081,TRUE
592475217,TRUE
146676418,TRUE
753039371,TRUE
766477232,TRUE
191217133,TRUE
235924430,TRUE
461477434,TRUE
733308835,TRUE
324124046,TRUE
276057768,TRUE
882803358,TRUE
342295816,TRUE
595727958,TRUE
545716205,TRUE
527442013,TRUE
232197977,TRUE
714958691,TRUE
893266787,TRUE
824947574,TRUE
887762791,TRUE
589986186,TRUE
817761991,TRUE
713866314,TRUE
898406716,TRUE
185017025,TRUE
540105506,TRUE
616977572,TRUE
661418885,TRUE
637169273,TRUE
821686313,TRUE
433728176,TRUE
884997525,TRUE
872636446,TRUE
127345135,TRUE
213214571,TRUE
580981494,TRUE
751278860,TRUE
622631752,TRUE
584571520,TRUE
886061238,TRUE
455832552,TRUE
442787360,TRUE
614503658,TRUE
(06)72821767,TRUE
(09)03648357,TRUE
(08)77295346,TRUE
(06)19773223,TRUE
(04)81453452,TRUE
(04)18903632,TRUE
(02)31557674,TRUE
(07)17563236,TRUE
(08)35307498,TRUE
(02)39392580,TRUE
(02)33812287,TRUE
(02)07799546,TRUE
(07)06138052,TRUE
(08)27482693,TRUE
(09)21848245,TRUE
(05)60230672,TRUE
(09)89303475,TRUE
(05)34171262,TRUE
(04)24747976,TRUE
(05)35763336,TRUE
(03)67834910,TRUE
(06)82284435,TRUE
(07)28874379,TRUE
(08)19054319,TRUE
(09)56547740,TRUE
(06)18515153,TRUE
(05)36691545,TRUE
(03)81497236,TRUE
(05)54560433,TRUE
(03)30615812,TRUE
(06)25314167,TRUE
(01)74738622,TRUE
(09)41258364,TRUE
(05)14685440,TRUE
(09)33702815,TRUE
(07)28793483,TRUE
(09)88241154,TRUE
(02)42512331,TRUE
(04)21377884,TRUE
(07)35743917,TRUE
(03)35332484,TRUE
(09)93003775,TRUE
(06)13537889,TRUE
(08)63882485,TRUE
(02)05332842,TRUE
(08)29445084,TRUE
(08)48184148,TRUE
(02)47054319,TRUE
(07)21141042,TRUE
(04)83452478,TRUE
(07)30776932,TRUE
(09)54591246,TRUE
(03)37971171,TRUE
(02)97803929,TRUE
(08)69862352,TRUE
(02)21890431,TRUE
(09)31375623,TRUE
(07)61529361,TRUE
(06)21472028,TRUE
(04)58894511,TRUE
(06)60135168,TRUE
(08)23254472,TRUE
(04)16671022,TRUE
(07)79916251,TRUE
(02)67207453,TRUE
(06)83171502,TRUE
(08)86396712,TRUE
(04)82818575,TRUE
(05)45148423,TRUE
(02)77979138,TRUE
(02)91991897,TRUE
(05)34572226,TRUE
(06)80432169,TRUE
(06)52877147,TRUE
(02)60772553,TRUE
(08)72866450,TRUE
(04)32727919,TRUE
(07)68352675,TRUE
(03)73651685,TRUE
(01)84179062,TRUE
(06)61837438,TRUE
(07)58406287,TRUE
(02)76471966,TRUE
(07)81682618,TRUE
(02)24222434,TRUE
(02)64867621,TRUE
(08)05378749,TRUE
(04)34848454,TRUE
(08)33156822,TRUE
(08)54662860,TRUE
(01)83686133,TRUE
(07)89247245,TRUE
(06)23821464,TRUE
(06)76351847,TRUE
(05)25053947,TRUE
(09)50265475,TRUE
(08)53467767,TRUE
(08)18270734,TRUE
(04)14345610,TRUE
(02)42765152,TRUE
(01)43325121,TRUE
(06)66994938,TRUE
(07)73545164,TRUE
(05)51488253,TRUE
(03)65885646,TRUE
(04)77630867,TRUE
(07)72857758,TRUE
(08)02293516,TRUE
(05)37458861,TRUE
(05)11260053,TRUE
(08)66481017,TRUE
(01)37816236,TRUE
(01)19152502,TRUE
(02)93834557,TRUE
(04)76427530,TRUE
(07)11689804,TRUE
(07)09324882,TRUE
(02)46641468,TRUE
(06)59718157,TRUE
(03)97316353,TRUE
(04)11811370,TRUE
(05)39888733,TRUE
(09)58671112,TRUE
(04)43384722,TRUE
(06)97349301,TRUE
(07)64672584,TRUE
(07)04851978,TRUE
(07)27563575,TRUE
(02)13617123,TRUE
(05)73782880,TRUE
(06)56172864,TRUE
(04)78973312,TRUE
(03)71868218,TRUE
(05)85236634,TRUE
(04)66635574,TRUE
(07)79080736,TRUE
(07)27314421,TRUE
(01)88331744,TRUE
(05)48206497,TRUE
(06)79414784,TRUE
(07)49396890,TRUE
(04)74181847,TRUE
(02)43088113,TRUE
(07)12865040,TRUE
(06)45187551,TRUE
(07)60543488,TRUE
(03)29421864,TRUE
(05)38033408,TRUE
(05)31042402,TRUE
(03)28894629,TRUE
(06)37153059,TRUE
(04)96097586,TRUE
(05)71737648,TRUE
(03)58212150,TRUE
(03)21702345,TRUE
(04)55303753,TRUE
(04)18112113,TRUE
(04)11162457,TRUE
(07)79831558,TRUE
(02)62851063,TRUE
(02)17844324,TRUE
(08)13750488,TRUE
(04)66250708,TRUE
(06)95299516,TRUE
(02)32074761,TRUE
(02)85611023,TRUE
(05)67153827,TRUE
(02)69002089,TRUE
(07)26415529,TRUE
(07)28164671,TRUE
(08)67227623,TRUE
(05)93175455,TRUE
(03)83428432,TRUE
(09)08816763,TRUE
(06)83331522,TRUE
(02)12032444,TRUE
(04)74930334,TRUE
(09)56329879,TRUE
(02)05383348,TRUE
(02)36870323,TRUE
(09)58853388,TRUE
(03)78357369,TRUE
(07)68144993,TRUE
(07)67620544,TRUE
(01)83683468,TRUE
(01)11162645,TRUE
(07)08876184,TRUE
(09)24847669,TRUE
(02)83353702,TRUE
(08)45813354,TRUE
(07)48136881,TRUE
(05)20411244,TRUE
(06)08526726,TRUE
(08)34843728,TRUE
(01)69545631,TRUE
(05)74440435,TRUE
(06)11718788,TRUE
(01)91384079,TRUE
(01)05248354,TRUE
(02)25086229,TRUE
(07)57453356,TRUE
(02)92886661,TRUE
(07)75478142,TRUE
(09)73746298,TRUE
(09)59392638,TRUE
(02)79058364,TRUE
(08)82488619,TRUE
(08)66578484,TRUE
(02)57754313,TRUE
(06)67812080,TRUE
(04)60436262,TRUE
(02)45075062,TRUE
(01)31252176,TRUE
(02)72245765,TRUE
(04)12572237,TRUE
(09)33108451,TRUE
(04)13651364,TRUE
(07)47249913,TRUE
(05)65158214,TRUE
(04)74244128,TRUE
(06)19417084,TRUE
(02)72882486,TRUE
(04)11301616,TRUE
(04)84633547,TRUE
(07)63282187,TRUE
(02)39324034,TRUE
(04)12083074,TRUE
(03)49235876,TRUE
(03)11637790,TRUE
(02)55870045,TRUE
(03)36898063,TRUE
(05)61266507,TRUE
(09)73212650,TRUE
(04)63326858,TRUE
(08)82287426,TRUE
(02)48061168,TRUE
(05)63502647,TRUE
(02)40941730,TRUE
(05)74631879,TRUE
(05)57473866,TRUE
(02)13594960,TRUE
(02)15936455,TRUE
(03)67085066,TRUE
(05)82746857,TRUE
(06)76541806,TRUE
(07)43468461,TRUE
(03)63464555,TRUE
(02)64952266,TRUE
(08)83705172,TRUE
(02)48565239,TRUE
(04)61617127,TRUE
(03)86949779,TRUE
(02)33686503,TRUE
(03)18508684,TRUE
(02)68228296,TRUE
(03)57438171,TRUE
(07)11532546,TRUE
(04)98128768,TRUE
(06)76797291,TRUE
(01)46743391,TRUE
(09)67549844,TRUE
(09)69550721,TRUE
(06)24113514,TRUE
(08)16958550,TRUE
(02)21346551,TRUE
(08)67887768,TRUE
(02)35943985,TRUE
(03)38226414,TRUE
(07)28127843,TRUE
(01)90245442,TRUE
(02)16453785,TRUE
(04)26033831,TRUE
(08)85251657,TRUE
(09)27621651,TRUE
(09)33147351,TRUE
(01)45521753,TRUE
(05)10662222,TRUE
(06)47468284,TRUE
(04)77303811,TRUE
(02)13224136,TRUE
(06)62746413,TRUE
(02)02564142,TRUE
(02)78317278,TRUE
(02)56562332,TRUE
(03)84734110,TRUE
(02)71432145,TRUE
(06)98566222,TRUE
(04)75595039,TRUE
(04)25620389,TRUE
(04)60266568,TRUE
(07)82961879,TRUE
(02)31233472,TRUE
(01)66793543,TRUE
(06)36124454,TRUE
(01)86767930,TRUE
(03)19143530,TRUE
(09)25170712,TRUE
(06)15612127,TRUE
(04)19928438,TRUE
(06)46723281,TRUE
(06)02366786,TRUE
(01)27011857,TRUE
(02)56587889,TRUE
(01)98452980,TRUE
(08)06703219,TRUE
(05)31593292,TRUE
(05)54722275,TRUE
(09)47463431,TRUE
(02)84820477,TRUE
(08)45842828,TRUE
(06)50431456,TRUE
(04)25511021,TRUE
(09)81906728,TRUE
(07)67363536,TRUE
(08)32255539,TRUE
(06)35621111,TRUE
(01)78391223,TRUE
(03)88667726,TRUE
(02)12658803,TRUE
(01)25557333,TRUE
(07)48364250,TRUE
(04)55565616,TRUE
(03)22530271,TRUE
(03)83538618,TRUE
(05)23022872,TRUE
(06)14383825,TRUE
(02)67173767,TRUE
(04)51954317,TRUE
(04)85864453,TRUE
(04)12331334,TRUE
(02)25187221,TRUE
(02)96631020,TRUE
(09)05388546,TRUE
(05)14337664,TRUE
(08)19537617,TRUE
(01)40632735,TRUE
(06)81568051,TRUE
(05)13231313,TRUE
(06)32175678,TRUE
(08)83670468,TRUE
(02)34430785,TRUE
(07)86668065,TRUE
(07)92777761,TRUE
(06)24747359,TRUE
(09)87752417,TRUE
(03)81271315,TRUE
(03)17667726,TRUE
(05)27787187,TRUE
(07)42297687,TRUE
(09)68251203,TRUE
(06)40265618,TRUE
(08)44977541,TRUE
(07)50376736,TRUE
(07)53505266,TRUE
(01)13995165,TRUE
(07)00713544,TRUE
(04)56844395,TRUE
(05)89654613,TRUE
(03)34638174,TRUE
(01)20641833,TRUE
(06)70557744,TRUE
(05)25667315,TRUE
(05)45336526,TRUE
(02)35471184,TRUE
(04)42636617,TRUE
(02)53488881,TRUE
(06)73434587,TRUE
(04)93788216,TRUE
(04)47178154,TRUE
(08)12616853,TRUE
(01)32252335,TRUE
(03)32886225,TRUE
(06)80714372,TRUE
(05)47677328,TRUE
(08)44154552,TRUE
(01)20266310,TRUE
(03)55174182,TRUE
(07)34313101,TRUE
(07)50449268,TRUE
(04)82116203,TRUE
(09)63043676,TRUE
(05)83628255,TRUE
(09)88273689,TRUE
(09)91248643,TRUE
(05)38656691,TRUE
(07)48114908,TRUE
(02)65519178,TRUE
(08)13047787,TRUE
(02)00290554,TRUE
(02)64660252,TRUE
(03)62046964,TRUE
(05)43326836,TRUE
(04)95231574,TRUE
(08)30764518,TRUE
(03)98788235,TRUE
(05)75618571,TRUE
(09)67126966,TRUE
(03)31699742,TRUE
(06)77335164,TRUE
(07)20463993,TRUE
(04)47861479,TRUE
(02)95213185,TRUE
(04)66520339,TRUE
(04)18651585,TRUE
(05)22590828,TRUE
(08)38659267,TRUE
(08)11353652,TRUE
(07)57642477,TRUE
(02)12853919,TRUE
(03)51485979,TRUE
(04)23521503,TRUE
(02)63634663,TRUE
(06)39528341,TRUE
(07)77388528,TRUE
(03)37705208,TRUE
(06)38259279,TRUE
(03)25218042,TRUE
(05)57265951,TRUE
(01)81670874,TRUE
(03)64786652,TRUE
(01)39173818,TRUE
(06)86070416,TRUE
(07)89865147,TRUE
